lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,reserved_eq_assigned_roomtype,binary_response,market_Aviation,market_Complntry,market_Corprt,market_Direct,mar_Groups,market_OffTA,market_OnTA,distr_Corprt,distr_Direct,distr_GDS,distr_TATO,No_Deposit,Non_Refund
185,1,1,2,86.0,0,0,0,0,0,0,86.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
18,0,2,2,157.0,0,0,0,0,0,0,157.0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
82,2,2,2,112.1,0,0,0,0,1,0,112.1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
81,2,5,2,123.0,0,0,0,0,0,0,123.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
45,1,2,2,112.5,0,0,0,0,0,0,112.5,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
102,4,6,2,59.91,0,0,0,0,0,0,59.91,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
138,2,2,2,68.0,0,0,0,0,0,0,68.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
44,2,3,3,131.58,0,0,0,0,2,0,131.58,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
290,3,5,1,99.9,0,0,0,0,0,0,99.9,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
37,0,3,2,105.0,0,0,0,0,0,0,105.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
113,0,1,2,72.0,0,0,0,0,0,0,72.0,0,0,1,-1,0,0,0,0,1,0,0,0,1,0,0,0,1
32,2,0,2,119.12,0,0,0,0,0,0,119.12,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
94,1,2,2,72.0,0,0,0,0,0,0,72.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
0,0,1,2,48.0,0,0,0,0,0,0,48.0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
97,1,3,1,140.0,0,0,0,0,0,0,140.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
35,2,2,2,80.3,0,0,0,0,0,0,80.3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
12,0,1,3,138.0,0,0,0,0,0,0,138.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
40,1,0,2,97.2,0,0,0,0,0,0,97.2,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
351,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
36,0,2,2,134.0,0,0,0,0,0,0,134.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
321,0,2,2,62.8,0,1,1,0,0,0,62.8,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
198,2,5,2,43.2,0,0,0,0,1,0,43.2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
3,1,1,1,60.06,0,0,0,0,0,0,60.06,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
116,0,3,2,100.0,0,0,0,0,0,0,100.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
51,0,4,2,187.85,0,0,0,0,0,0,187.85,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
80,0,3,2,68.0,0,0,0,0,0,0,68.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
203,0,1,2,249.0,0,0,0,0,0,0,249.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
99,1,3,2,141.75,0,0,0,0,0,0,141.75,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
3,0,1,1,65.0,0,0,0,0,1,0,65.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
93,1,1,2,89.1,0,0,0,0,0,0,89.1,0,1,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
35,0,5,3,136.62,0,0,0,0,0,0,136.62,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
5,0,1,1,38.0,0,0,0,0,2,0,38.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2,0,2,2,130.0,0,0,0,0,0,0,130.0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
45,1,2,2,65.0,0,0,0,0,1,0,65.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
41,0,3,2,106.8,0,0,0,0,0,0,106.8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
8,0,2,1,142.0,0,0,1,2,0,0,142.0,0,0,1,-1,0,0,1,0,0,0,0,0,1,0,0,1,0
36,1,5,2,117.53,0,0,0,0,0,0,117.53,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
113,1,2,2,110.0,0,0,0,0,0,0,110.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
111,1,3,2,93.75,0,0,0,0,0,0,93.75,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
116,0,2,1,90.0,0,0,0,0,0,0,90.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
245,0,1,2,80.0,0,0,1,0,0,0,80.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
5,6,13,1,95.0,0,0,0,0,0,0,95.0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
97,2,5,2,178.29,0,0,0,0,0,0,178.29,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
60,1,3,2,88.4,0,0,0,0,0,0,88.4,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
25,2,3,2,111.4,0,0,0,0,0,0,111.4,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
301,1,1,2,115.0,0,0,0,0,0,0,115.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
88,1,1,2,112.2,0,0,0,0,0,77,112.2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
155,0,4,2,142.0,0,0,0,0,2,0,142.0,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
43,2,1,2,170.0,0,0,0,0,0,0,170.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
56,0,1,2,97.2,0,0,0,0,0,0,97.2,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
64,0,3,2,65.4,0,0,0,0,0,0,65.4,0,0,1,-1,0,0,0,1,0,0,0,0,1,0,0,1,0
52,1,2,2,173.0,0,0,0,0,0,0,173.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
10,1,3,2,107.0,0,0,0,0,1,0,107.0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0,1,2,59.0,0,0,0,0,0,0,59.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
90,3,7,2,99.5,0,0,0,0,0,0,99.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
70,0,2,2,97.2,0,0,0,0,0,0,97.2,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
12,0,3,2,72.0,0,0,0,0,1,0,72.0,0,0,1,-1,0,0,0,0,1,0,0,0,1,0,0,1,0
67,0,1,1,95.0,0,0,0,0,1,27,95.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
70,0,4,2,42.0,0,0,0,0,0,0,42.0,0,0,1,-1,0,0,1,0,0,0,0,1,0,0,0,1,0
373,0,3,2,90.0,0,0,0,0,0,0,90.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
608,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
365,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
25,0,1,2,46.4,1,0,0,0,0,0,46.4,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,2,78.0,0,0,0,0,0,0,78.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
240,1,2,2,110.0,0,0,0,0,0,0,110.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,2,2,156.0,0,0,0,0,0,0,156.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
40,2,3,2,94.5,0,0,0,0,0,0,94.5,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,1,2,70.0,0,0,0,0,0,0,70.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
66,0,2,3,190.0,0,0,0,0,1,0,190.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
6,2,1,1,159.0,0,0,0,0,0,0,159.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
195,0,2,2,112.5,0,0,0,0,0,0,112.5,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
130,0,2,2,95.0,0,0,0,0,0,0,95.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
103,1,3,2,107.55,0,0,0,0,0,0,107.55,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
275,2,0,2,110.0,0,0,0,0,0,0,110.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,1,1,30.0,0,0,0,0,0,0,30.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
9,1,1,2,94.5,0,0,0,0,0,0,94.5,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
54,2,5,3,115.6,0,0,0,0,0,0,115.6,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
219,1,2,2,105.0,0,0,0,0,0,0,105.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
4,0,2,2,0.0,0,1,0,2,1,0,0.0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
63,0,2,2,89.1,0,0,0,0,0,0,89.1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
140,0,5,2,70.0,0,0,0,0,0,0,70.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
75,2,2,2,100.3,0,0,0,0,0,0,100.3,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
98,1,2,1,84.0,0,0,0,0,0,0,84.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
122,2,1,1,86.0,0,0,0,0,1,0,86.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
33,2,3,2,57.92,0,0,0,0,0,0,57.92,0,1,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
61,2,1,2,75.0,0,0,0,0,0,0,75.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
179,2,5,2,100.71,0,0,0,0,1,0,100.71,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
146,1,4,3,202.5,0,0,0,0,0,0,202.5,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
215,1,2,1,75.0,0,0,0,0,0,0,75.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
412,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
46,2,1,2,126.9,0,0,0,0,0,0,126.9,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
270,0,4,2,80.0,0,0,0,0,0,187,80.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
5,1,1,1,95.0,0,0,0,0,0,0,95.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
5,0,2,1,136.0,0,0,0,0,0,0,136.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
68,0,2,2,171.0,0,0,0,0,0,0,171.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
50,0,1,2,111.0,0,0,0,0,0,0,111.0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
2,0,1,1,90.0,0,0,0,0,1,0,90.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
73,2,5,3,134.83,0,0,0,0,0,0,134.83,0,3,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
147,2,5,2,149.5,0,0,0,0,1,0,149.5,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
217,7,18,2,85.0,0,0,0,0,0,0,85.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
110,0,2,2,180.0,1,0,0,0,1,0,180.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
383,1,3,2,48.0,0,0,0,0,0,0,48.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
264,1,1,2,64.8,0,0,0,0,0,0,64.8,0,3,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
134,1,3,2,114.96,0,0,0,0,0,0,114.96,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
93,2,2,3,119.0,0,0,0,0,0,0,119.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
67,1,3,2,70.84,0,0,0,0,0,0,70.84,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
81,1,2,1,39.0,0,0,0,0,0,0,39.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
105,1,3,2,82.45,0,0,0,0,0,0,82.45,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
8,0,1,3,154.0,0,0,0,0,0,0,154.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
51,1,2,2,48.6,0,0,0,0,1,0,48.6,0,1,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
17,0,2,2,234.0,0,0,0,0,0,0,234.0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
37,0,3,2,105.0,0,0,0,0,0,0,105.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
420,2,1,2,90.0,0,0,0,0,0,0,90.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
181,1,2,2,85.5,0,0,0,0,0,0,85.5,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
15,0,1,2,109.0,0,1,1,5,0,0,109.0,0,0,1,-1,0,0,1,0,0,0,0,1,0,0,0,1,0
100,1,1,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
0,0,1,2,163.0,0,0,0,0,0,0,163.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0,1,1,74.0,0,1,0,1,0,0,74.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
31,2,1,2,56.0,0,0,0,0,0,0,56.0,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,1,38.0,0,0,0,0,0,0,38.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
138,2,2,2,155.0,0,0,0,0,0,0,155.0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
10,1,1,2,90.0,0,0,0,0,1,0,90.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
144,2,3,2,129.6,0,0,0,0,0,0,129.6,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
2,0,1,2,291.0,0,0,0,0,0,0,291.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
25,2,0,2,102.0,0,0,0,0,0,0,102.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
24,0,3,2,96.0,0,0,0,0,0,0,96.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
29,1,0,2,101.0,0,0,0,0,0,0,101.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
72,2,4,2,157.67,0,0,0,0,0,0,157.67,0,0,1,-1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,0,4,2,191.7,0,0,0,0,0,0,191.7,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
238,0,2,2,54.0,0,0,0,0,0,0,54.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
3,1,2,2,86.0,0,0,0,0,1,0,86.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
189,0,3,2,65.0,0,0,0,0,0,0,65.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
90,2,3,2,100.85,0,0,0,0,0,0,100.85,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
132,2,5,3,96.9,0,0,0,0,0,0,96.9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
122,2,4,2,98.03,0,0,0,0,0,0,98.03,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
81,1,2,2,65.0,0,0,0,0,1,4,65.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
0,0,1,2,70.0,0,0,0,0,0,0,70.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
141,2,8,3,174.6,0,0,0,0,0,0,174.6,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
54,2,2,2,50.85,0,0,0,0,0,0,50.85,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
318,1,1,2,62.0,0,0,1,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
99,0,1,2,80.0,0,0,1,0,0,0,80.0,0,0,1,-1,0,0,1,0,0,0,0,1,0,0,0,1,0
46,2,5,2,160.43,0,0,0,0,0,0,160.43,1,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
38,2,3,3,137.7,0,0,0,0,0,0,137.7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,0,2,170.0,0,1,0,0,0,0,170.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
103,6,10,2,125.0,0,0,0,0,0,0,125.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
9,0,1,2,124.0,1,0,0,0,1,0,124.0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
172,0,4,3,114.41,0,0,0,0,1,0,114.41,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
82,0,1,2,85.5,0,0,0,0,0,0,85.5,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
53,0,3,1,65.0,0,0,0,0,1,0,65.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
242,2,4,2,177.75,0,0,0,0,0,0,177.75,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
59,0,5,2,99.0,0,0,0,0,0,0,99.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
34,0,2,1,90.0,0,0,1,0,0,0,90.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
58,2,5,2,177.14,0,0,0,0,1,0,177.14,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
210,1,2,2,183.75,0,0,0,0,0,0,183.75,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
36,1,1,2,155.0,0,0,0,0,0,0,155.0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
98,2,2,2,130.5,0,0,0,0,0,0,130.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
350,0,2,2,140.0,0,0,0,0,0,0,140.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
124,4,6,2,158.85,0,0,0,0,0,0,158.85,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
159,3,6,2,192.0,0,0,0,0,0,0,192.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
208,0,2,2,12.0,0,0,0,0,0,0,12.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
53,0,3,1,65.0,0,0,0,0,0,0,65.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
31,2,1,2,63.0,0,0,0,0,0,0,63.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
12,0,2,2,180.0,0,0,0,0,0,0,180.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
153,2,6,2,111.78,0,0,0,0,0,0,111.78,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
27,0,1,2,105.0,0,0,0,0,0,0,105.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
241,2,5,2,151.71,0,0,0,0,0,0,151.71,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5,0,1,1,0.0,0,0,0,0,0,0,0.0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
90,2,5,2,93.6,0,0,0,0,0,0,93.6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
123,0,3,2,170.0,0,0,0,0,0,0,170.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
29,0,3,2,126.0,0,0,1,0,1,0,126.0,0,3,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,1,1,63.0,0,1,0,3,1,0,63.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
30,1,5,2,65.4,0,0,0,0,0,0,65.4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
39,1,2,2,85.0,0,0,0,0,0,0,85.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
97,2,3,2,112.6,0,0,0,0,0,0,112.6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
60,2,2,2,77.0,0,0,0,0,0,0,77.0,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
233,1,1,2,60.0,0,0,0,0,0,0,60.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
183,1,1,2,105.3,0,0,0,0,0,0,105.3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
58,0,3,2,75.0,0,0,0,0,0,0,75.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
220,2,1,2,73.33,0,0,0,0,1,0,73.33,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
80,0,2,2,90.0,0,0,0,0,0,0,90.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
297,1,1,2,62.0,0,0,1,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
31,2,1,2,109.1,0,0,0,0,1,0,109.1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
62,0,1,2,128.0,0,0,0,0,0,0,128.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
24,1,5,2,147.0,0,1,0,2,1,0,147.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
399,4,10,2,57.54,0,0,0,0,3,0,57.54,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
67,2,5,2,96.09,0,0,0,0,0,0,96.09,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
270,1,1,2,98.1,0,0,0,0,2,0,98.1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
158,0,2,1,130.0,0,0,0,0,0,31,130.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
10,0,1,2,38.0,0,0,0,0,0,0,38.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
27,2,5,2,108.8,1,0,0,0,1,0,108.8,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
72,1,2,2,123.0,0,0,0,0,0,0,123.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,2,1,3,205.33,0,0,0,0,0,0,205.33,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
126,2,4,3,131.47,0,0,0,0,0,0,131.47,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
47,2,4,2,79.5,0,0,0,0,0,0,79.5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
171,2,3,2,92.82,0,0,0,0,2,0,92.82,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
251,0,3,1,90.0,0,0,0,0,0,93,90.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
117,2,3,2,136.0,0,0,0,0,0,0,136.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
49,1,1,2,65.0,0,0,0,0,0,0,65.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
52,0,2,2,152.1,0,0,0,0,0,0,152.1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,2,81.0,0,0,0,0,2,0,81.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,4,9,2,89.0,0,0,0,0,3,0,89.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
69,2,2,2,171.0,0,0,0,0,0,0,171.0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
38,1,2,2,126.67,0,0,0,0,0,0,126.67,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
97,0,4,2,93.6,0,0,0,0,0,0,93.6,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,2,2,70.0,0,0,0,0,1,0,70.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
1,0,1,2,110.71,0,0,0,0,0,0,110.71,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
2,1,5,2,209.5,0,0,0,0,1,0,209.5,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
166,0,3,1,110.0,0,0,0,0,0,0,110.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
59,2,2,1,51.0,0,0,0,0,0,0,51.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
8,1,1,2,259.0,0,0,0,0,0,0,259.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
60,1,2,1,68.47,0,0,0,0,0,0,68.47,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
175,1,3,2,200.0,0,0,0,0,2,0,200.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
53,2,4,2,118.0,0,0,0,0,0,0,118.0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
17,1,0,2,48.0,0,1,0,2,0,0,48.0,1,4,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
33,2,5,2,129.29,0,0,0,0,0,0,129.29,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
27,1,2,2,110.0,0,0,0,0,0,0,110.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
31,2,3,2,66.71,0,0,0,0,1,0,66.71,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
92,0,1,2,90.0,0,0,0,0,0,0,90.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
100,1,1,2,96.0,0,0,0,0,0,0,96.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
62,1,4,2,72.06,0,0,0,0,0,0,72.06,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
33,2,2,2,97.4,0,0,0,0,0,0,97.4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
